category;type;naam_afgeleid;url;phone;email;opening_hours;cuisine;addr_street;addr_housenumber;addr_postcode;city;lat;lon;osm_layer;osm_id;osm_type_guess;osm_url;pakket;soort;tekst;categorie
horeca;Restaurant;Ut Lieuwke;;+31 43 321 0459;;Mo-Su 18:00-22:00;;Grote Gracht;62;6211SX;Maastricht;508507108;5,68717E+16;points;2808616909;node;https://www.openstreetmap.org/node/2808616909;;;;
horeca;fast_food;Amigo;https://amigo-maastricht.nl/;+31 43 321 2310;;"Su-Th 16:00-01:30; Fr-Sa 16:00-02:30";turkish;Brusselsestraat;72;6211PG;Maastricht;508496832;5682335;points;2808617187;node;https://www.openstreetmap.org/node/2808617187;;;;Eten
vrije_tijd;Museum;Marres;https://www.marres.org/;;;Tu-Su 12:00-17:00;;Capucijnenstraat;98;6211RT;Maastricht;5,08519E+16;5685843;points;2808618022;node;https://www.openstreetmap.org/node/2808618022;;;;Bezoeken
horeca;Restaurant;Eetcafe Minckelers;https://www.minckelers.nl/;;;;;Markt;35;6211CK;Maastricht;5,0852E+16;5,69105E+15;points;2808625270;node;https://www.openstreetmap.org/node/2808625270;;;;Eten
logies;Chalet;Resort Limburg;;;;;;Hommelweg;2;6114RT;Susteren;5,10696E+15;58866331;points;2809030248;node;https://www.openstreetmap.org/node/2809030248;;;;
vrije_tijd;fitness_centre;Basic-Fit;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-bosscherweg-24-7-a469164bc2f64c05a7174663a9e1da65.html;;;;;Bosscherweg;161;6219AA;Maastricht;5,08628E+16;5688225;points;2809146636;node;https://www.openstreetmap.org/node/2809146636;;;;Sporten
logies;guest_house;B&B Villaloca;http://www.villaloca.nl;+31 43 850 2582;info@villaloca.nl;;;Brusselseweg;488;6219NP;Maastricht;5,08645E+16;56723219;points;2809148350;node;https://www.openstreetmap.org/node/2809148350;;;;Slapen
horeca;fast_food;Aya Sofya;https://www.cafetariaayasofya.nl/;+31 46 449 1168;;"We-Mo,PH 16:00-23:00; Fr,Sa 23:00-00:00; Tu off";"pizza;pasta;doner";Marktstraat;41;6114HR;Susteren;510631922;58504467;points;2809666933;node;https://www.openstreetmap.org/node/2809666933;;;;Eten
logies;Hotel;Crowne Plaza;;;;;;;;;;508470536;56982457;points;2809835850;node;https://www.openstreetmap.org/node/2809835850;;;;
horeca;Restaurant;Cafe Heugemerveld;https://cafe-heugemerveld.nl;+31 6 48790410;;;;Monseigneur Schrijnenstraat;1;6221VW;Maastricht;5,08445E+16;57055243;points;2809835871;node;https://www.openstreetmap.org/node/2809835871;;;;Eten
logies;Hostel;The Green Elephant;https://www.thegreenelephant.nl/;+31 43 321 11 20;info@thegreenelephant.nl;;;Sint Maartenslaan;11;6221AV;Maastricht;508513053;57032068;points;2809843382;node;https://www.openstreetmap.org/node/2809843382;;;;Slapen
horeca;Pub;Stadsbrouwerij Maastricht;https://stadsbrouwerijmaastricht.com/;;;Tu-Su 12:00-00:00;;Oeverwal;12;6221EN;Maastricht;5,08499E+16;5697522;points;2809845576;node;https://www.openstreetmap.org/node/2809845576;;;;Drinken
horeca;Restaurant;Beluga Loves You;https://www.belugalovesyou.com;+31 43 321 3364;;We-Sa 12:00-17:00, 18:30-24:00;;Plein 1992;12;6221JP;Maastricht;508461093;5,69909E+15;points;2809845580;node;https://www.openstreetmap.org/node/2809845580;;;;Eten
horeca;Restaurant;Restobar JOS;https://restobarjos.nl/;+31 43 327 2023;;;;Rechtstraat;12;6221EJ;Maastricht;5,08501E+16;5,69838E+15;points;2809845584;node;https://www.openstreetmap.org/node/2809845584;;;;Eten
horeca;Cafe;van Wijck;https://www.puurvanwijck.nl/;;;;;Wycker Brugstraat;28;6221ED;Maastricht;5,08496E+16;56993035;points;2809845884;node;https://www.openstreetmap.org/node/2809845884;;;;Drinken
horeca;Restaurant;Sjiek Kookpunt;https://sjiekkookpunt.nl/;+31 43 354 1934;;;italian;Hoogbrugstraat;15;6221CN;Maastricht;508471537;57010436;points;2809849688;node;https://www.openstreetmap.org/node/2809849688;;;;Eten
horeca;fast_food;McDonald's;https://mcdonaldsrestaurant.nl/maastricht-centrum/restaurants/mcdonalds-maastricht-wyck;+31 43 350 0808;;"Su-Th 10:00-24:00; Fr,Sa 10:00-01:00 open \";burger;Wycker Brugstraat;16;6221EC;Maastricht;508496025;5700141;points;2809851964;node;https://www.openstreetmap.org/node/2809851964;;;;Eten
horeca;fast_food;BABs Burritos;http://babsburritos.nl;+31 6 10232335;babsburritos@gmail.com;"Su-We 12:00-22:00; Th-Sa 12:00-23:00";mexican;Stationsstraat;19;6221BN;Maastricht;5,08495E+16;5,70325E+15;points;2809854059;node;https://www.openstreetmap.org/node/2809854059;;;;Eten
vrije_tijd;fitness_centre;Il Fiore;;;;;;Avenue Ceramique;201;6221KX;Maastricht;5,08428E+16;5,70355E+16;points;2809855504;node;https://www.openstreetmap.org/node/2809855504;;;;
horeca;Restaurant;Studio;https://studio.restaurant/;+31 6 46027252;;;;Wycker Grachtstraat;24;6221CX;Maastricht;5,08487E+16;56993555;points;2809857248;node;https://www.openstreetmap.org/node/2809857248;;;;Eten
vrije_tijd;Museum;Bonnefantenmuseum;https://www.bonnefanten.nl/;;;Tu-Su 11:00-17:00;;Avenue Ceramique;250;6221KX;Maastricht;5,08425E+16;5701339;points;2809857335;node;https://www.openstreetmap.org/node/2809857335;;;;Bezoeken
vrije_tijd;Attractie;Brouwerij Bosch;https://www.brouwerijbosch.nl/;;;;;Wycker Grachtstraat;26;6221CX;Maastricht;508485572;5699315;points;2809857652;node;https://www.openstreetmap.org/node/2809857652;;;;Vertier
horeca;Cafe;Bagels & Beans;;;;;coffee_shop;Wycker Brugstraat;31;6221EB;Maastricht;508493792;5,69922E+16;points;2809860063;node;https://www.openstreetmap.org/node/2809860063;;;;
horeca;Restaurant;Carnal;https://www.steakhousecarnal.nl/;+31 43 321 3099;info@steakhousecarnal.nl;;;Wycker Brugstraat;35;6221EB;Maastricht;5,08494E+16;56990531;points;2809862065;node;https://www.openstreetmap.org/node/2809862065;;;;Eten
horeca;Restaurant;Burgerlijk;;;;;burger;Rechtstraat;37;6221EG;Maastricht;508490702;56984221;points;2809862593;node;https://www.openstreetmap.org/node/2809862593;;;;
horeca;Restaurant;Normandy;;;;;french;Spoorweglaan;4;6221BS;Maastricht;5,08491E+16;5,7049E+16;points;2809863741;node;https://www.openstreetmap.org/node/2809863741;;;;
horeca;Restaurant;Wen Chow;https://www.wenchow.nl/;;;;chinese;Spoorweglaan;5;6221BS;Maastricht;508490174;57049306;points;2809864579;node;https://www.openstreetmap.org/node/2809864579;;;;Eten
horeca;Restaurant;CINQ;https://cinq.nl/;+31 43 851 7632;;;;Cörversplein;5;6221EZ;Maastricht;508492308;56976231;points;2809869585;node;https://www.openstreetmap.org/node/2809869585;;;;Eten
horeca;Restaurant;Eetcafe Ceramique;https://eetcafeceramique.nl/;+31 43 325 2097;info@eetcafeceramique.nl;;;Rechtstraat;78;6221EL;Maastricht;508482172;5,69808E+15;points;2809883529;node;https://www.openstreetmap.org/node/2809883529;;;;Eten
horeca;Restaurant;La Barraca;;;;;;Rechtstraat;83;6221EH;Maastricht;508478672;56984357;points;2809887930;node;https://www.openstreetmap.org/node/2809887930;;;;
vrije_tijd;Sportcentrum;Sporthal Reinoudhal;;;;;;Reinoud van Gelderstraat;61;6114EA;Susteren;5,10657E+16;58598562;points;2809984687;node;https://www.openstreetmap.org/node/2809984687;;;;
vrije_tijd;Kunst en Cultuur;D'n Hook;https://www.denhook.nl;;;;;Reinoud van Gelderstraat;61A;6114EA;Susteren;5,10658E+16;5,86008E+15;points;2809984690;node;https://www.openstreetmap.org/node/2809984690;;;;Bezoeken
horeca;Stang;Café 't Greuske;;;;;;Dorpstraat;22A;6102TV;Echt;510937562;58883805;points;2810244717;node;https://www.openstreetmap.org/node/2810244717;;;;
horeca;Restaurant;Salonki;https://www.saloniki-echt.nl/;+31 475 489 187;info@saloniki-echt.nl;"Mo-Sa 17:00-22:00; Su 13:00-22:00";greek;Bosstraat;26;6101NX;Echt;510977898;5,88126E+15;points;2810244788;node;https://www.openstreetmap.org/node/2810244788;;;;Eten
horeca;Restaurant;Wan Hsin;https://www.wanhsinecht.nl;+31 475 481 118;;;chinese;Houtstraat;4;6102BJ;Echt;5,1098E+16;58855882;points;2810245100;node;https://www.openstreetmap.org/node/2810245100;;;;Eten
horeca;fast_food;De Overweg;;+31 475 48 46 55;sunnyw@hotmail.nl;;friture;Bosstraat;8;6101NX;Echt;5,10982E+15;5,87863E+15;points;2810246150;node;https://www.openstreetmap.org/node/2810246150;;;;
logies;Hotel;Select Hotel Maastricht;https://www.select-hotels.com/en/select-hotel-maastricht;+31 43 3529000;;;;P. de Coubertinweg;3;6225XT;Maastricht;508585177;5,71684E+15;points;2810584409;node;https://www.openstreetmap.org/node/2810584409;;;;Slapen
horeca;Restaurant;Dreamz;;;;;;;;;;508582465;57163019;points;2810584410;node;https://www.openstreetmap.org/node/2810584410;;;;
horeca;Cafe;Lunchroom De Keyser;;;;;;Frankenstraat;153B;6224GM;Maastricht;5,08506E+16;57140978;points;2810586469;node;https://www.openstreetmap.org/node/2810586469;;;;
horeca;fast_food;McDonald's;https://mcdonaldsrestaurant.nl/maastricht-de-geusselt/restaurants/mcdonalds-maastricht-de-geusselt;+31 43 362 6626;;07:00-23:00 open \;burger;Stadionplein;2;6225XW;Maastricht;5,08565E+16;5,71743E+16;points;2810588002;node;https://www.openstreetmap.org/node/2810588002;;;;Eten
horeca;Restaurant;Farèn;;;;Tu-Su 12:00-22:00;;Frankenstraat;200;6224GV;Maastricht;5,08501E+16;5711652;points;2810588040;node;https://www.openstreetmap.org/node/2810588040;;;;
horeca;fast_food;New York Pizza;https://www.newyorkpizza.nl/;;;;pizza;Scharnerweg;86;6224JJ;Maastricht;5,08489E+16;5715054;points;2810594831;node;https://www.openstreetmap.org/node/2810594831;;;;Eten
horeca;Restaurant;Indrapoerw;;+31 43 362 1989;;"Fr-Su 12:00-21:00; Mo, We-Th 16:00-21:00";"asian;chinese";Wethouder van Caldenborghlaan;33;6226BR;Maastricht;5,08474E+16;5,72618E+15;points;2811249611;node;https://www.openstreetmap.org/node/2811249611;;;;
horeca;fast_food;Bancale 61 Pizzeria Napoletana;https://bancale61.com/;+31 6 41476476;;;pizza;Scharnerweg;61;6224JB;Maastricht;5,08487E+16;57167567;points;2811253059;node;https://www.openstreetmap.org/node/2811253059;;;;Eten
horeca;Restaurant;Griekse Grillroom Pizzeria Maastricht;;+31 43 3636509;;;"greek;italian";Scharnerweg;81;6224JB;Maastricht;508487244;5,71585E+15;points;2811254479;node;https://www.openstreetmap.org/node/2811254479;;;;
horeca;Restaurant;La Trattoria;;;;;italian;Scharnerweg;91A;6224JB;Maastricht;5,08486E+16;57153733;points;2811254909;node;https://www.openstreetmap.org/node/2811254909;;;;
logies;Hotel;Novotel;;;;;;;;;;508449527;57180985;points;2811255296;node;https://www.openstreetmap.org/node/2811255296;;;;
horeca;Cafe;Echt Genieten;;;;;;Rijksweg Noord;1;6102BM;Echt;510981529;58846989;points;2811437926;node;https://www.openstreetmap.org/node/2811437926;;;;
horeca;Restaurant;Paros;https://restaurant-paros-echt.nl;+31 475 487 814;;"Wo-Sa 17:00-22:00; Su,PH 16:00-22:00";greek;Houtstraat;13;6102BD;Echt;510981949;5,88681E+15;points;2811441062;node;https://www.openstreetmap.org/node/2811441062;;;;Eten
horeca;fast_food;Preuverie De Toren;https://preuverie.nl;;;;regional;Houtstraat;15;6102BD;Echt;51098199;58869422;points;2811441164;node;https://www.openstreetmap.org/node/2811441164;;;;Eten
horeca;Restaurant;Kitchen by PJ's;https://kitchenbypj.nl/;+31 6 57867525;;"Wed-Fri 16:00-22:00; Sat-Sun 16:00-24:00";caribbean;Zuiderpoort;14;6101KA;Echt;511033599;5865154;points;2811441553;node;https://www.openstreetmap.org/node/2811441553;;;;Eten
vrije_tijd;fitness_centre;SportCity Echt;https://www.sportcity.nl/sportschool/echt;+31 475 410 020;;;;Bandertlaan;20;6101LZ;Echt;511068153;58878312;points;2811445574;node;https://www.openstreetmap.org/node/2811445574;;;;Sporten
horeca;Restaurant;Taverne d'n Tabbernakel;https://www.tabbernakel.nl/;+31 43 343 4334;;Mo,Th,Fr 17:00-23:00, Sa,Su 12:00-23:00;;Brigidastraat;65;6223HD;Maastricht;5,08987E+16;5,69951E+15;points;2811449169;node;https://www.openstreetmap.org/node/2811449169;;;;Eten
horeca;fast_food;Restaria Miep;https://www.restariamiep.nl/;+31 475 482 122;info@restariamiep.nl;"Tu,Th,Sa-Su 16:00-21:00; We,Fr 12:00-21:00";friture;Nieuwe Markt;30;6101CV;Echt;511035872;58726246;points;2811452284;node;https://www.openstreetmap.org/node/2811452284;;;;Eten
vrije_tijd;Cinema;Royal Echt;https://royal-echt.nl;+31 475 481 369;;;;Peijerstraat;47;6101GA;Echt;511018446;58707142;points;2811462854;node;https://www.openstreetmap.org/node/2811462854;;;;Bioscoop
horeca;Cafe;Dolcino;;+31 475 769 120;;"Mon 09:00-18:00; Tue-Thu 10:00-18:00; Fri 10:00-19:00; Sat 10:00-18:00";"coffee_shop;chocolate;pastry";Bovenste straat;51;6101EH;Echt;511041856;5866907;points;2811463706;node;https://www.openstreetmap.org/node/2811463706;;;;
horeca;fast_food;McDonald's;https://mcdonaldsrestaurant.nl/;+31 475 410 002;;"Su-Th 07:00-23:00; Fr-Sa 07:00-24:00 open \";burger;Zuiderpoort;71;6101KA;Echt;511038785;58628777;points;2811466682;node;https://www.openstreetmap.org/node/2811466682;;;;Eten
logies;Hotel;Teaching Hotel;https://www.hotelschoolmaastricht.nl/hotel-en-restaurant;+31 43 352 8292;teachinghotel@hszuyd.nl;Mo-Su 12:00-24:00;;Bethlehemweg;2;6222BM;Maastricht;5,08679E+16;5,71087E+16;points;2811766608;node;https://www.openstreetmap.org/node/2811766608;;;;Slapen
logies;Hotel;Kasteel Vaeshartelt;;;;;;;;;;5,08795E+16;57258569;points;2811786049;node;https://www.openstreetmap.org/node/2811786049;;;;
horeca;fast_food;Eetpunt de Berk;https://www.eetpunt.eu;+31 475 470 999;eetpunt@eetpunt.eu;"Mo, Tu 09:00-14:00; We-Fr 09:00-19:00";;Bellweg;34;6101XA;Echt;5,11172E+16;58842013;points;2811970042;node;https://www.openstreetmap.org/node/2811970042;;;;Eten
horeca;fast_food;Snackpoint Amby;https://snackpoint.nl/;+31 6 13530808;;Tu-Su 16:30-21:00;friture;Ambyerstraat Noord;123;6225EC;Maastricht;5,08668E+16;5,7328E+16;points;2812148182;node;https://www.openstreetmap.org/node/2812148182;;;;Eten
horeca;Stang;De Kardinaal;https://cafe-dekardinaal.nl;;;Mo-Su 12:00-00:00;;Ambyerstraat Zuid;201;6225AE;Maastricht;5,08615E+16;5,73177E+16;points;2812150651;node;https://www.openstreetmap.org/node/2812150651;;;;Drinken
vrije_tijd;Sportcentrum;Geusseltbad Maastricht;https://www.geusseltbad.nl/;+31 43 350 4500;info@maastrichtsport.nl;"Mo-Fr 10:00-18:00; Sa 12:00-18:00; Su 11:00-17:00";;Discusworp;4;6225XP;Maastricht;50858586;57214231;points;2812153427;node;https://www.openstreetmap.org/node/2812153427;;;;Sporten
horeca;Restaurant;King George;https://kinggeorgemaastricht.nl;;;Tu-Su 12:00-22:00;middle_eastern;Ambyerstraat Noord;44A-04;6225EE;Maastricht;508632289;57327785;points;2812153679;node;https://www.openstreetmap.org/node/2812153679;;;;Eten
vrije_tijd;fitness_centre;Wav-e Studios;https://wav-estudios.com/wav-e-locaties/maastricht/;+31 43 3272844;maastricht@wav-estudios.com;"Mo-Th 08:00-13:00, 16:00-21:00; Fr 08:00-17:00; Sa-Su 08:30-12:30";;Ambyerstraat Noord;5A;6225EA;Maastricht;508624743;57322201;points;2812155044;node;https://www.openstreetmap.org/node/2812155044;;;;Sporten
horeca;Restaurant;Brasserie Unique;https://www.brasserie-unique.nl/;+31 43 363 7150;info@brasserie-unique.nl;Mo-Su 08:30-22:00;"breakfast;lunch;coffee";Discusworp;6;6225XP;Maastricht;508580814;5,72168E+16;points;2812155071;node;https://www.openstreetmap.org/node/2812155071;;;;Eten
horeca;fast_food;Aan de mért;;;;;friture;Molenweg;22;6051HJ;Maasbracht;511477591;5,89138E+16;points;2812255713;node;https://www.openstreetmap.org/node/2812255713;;;;
horeca;Restaurant;Da Vinci;https://www.restaurantdavinci.nl;+31 475 46 59 79;info@restaurantdavinci.nl;;;Havenstraat;27;6051CS;Maasbracht;5,11451E+16;58850322;points;2812256840;node;https://www.openstreetmap.org/node/2812256840;;;;Eten
logies;Chalet;Hof Kricheleberg;https://www.hofkricheleberg.nl;+31 6 49688898;info@hofkricheleberg.nl;;;Stevensweg;10;6351AV;Bocholtz;508210472;6,01152E+15;points;2813036933;node;https://www.openstreetmap.org/node/2813036933;;;;Slapen
horeca;Pub;Im Weissen Rössl;;;;;;Wilhelminastraat;21;6351GN;Bocholtz;5,08185E+16;60086195;points;2813038667;node;https://www.openstreetmap.org/node/2813038667;;;;
horeca;Restaurant;Sushi Vandaag;https://sushivandaagbocholtz.nl/;+31 45 8881311;info@sushivandaagbocholtz.nl;"Mo 15:00-22:00; We-Su,PH 15:00-22:30; Tu off";sushi;Nijswillerweg;5;6351JS;Bocholtz;5,08168E+16;59795375;points;2813039860;node;https://www.openstreetmap.org/node/2813039860;;;;Eten
horeca;fast_food;Snackpoint Bocholtz;https://www.snackpoint.com/;+31 45 544 5314;;;friture;Wilhelminastraat;3;6351GN;Bocholtz;508173551;60082785;points;2813040369;node;https://www.openstreetmap.org/node/2813040369;;;;Eten
horeca;Restaurant;Bella Vita;https://bellavitabocholtz.nl;;;Mo-Tu,Fr-Su 16:00-21:00;italian;Wilhelminastraat;6a;6351GN;Bocholtz;5,08175E+16;60087954;points;2813043338;node;https://www.openstreetmap.org/node/2813043338;;;;Eten
vrije_tijd;Sportcentrum;Wilhelminazaal;https://www.gvwilhelmina-bocholtz.com;;;;;Dr. Nolensstraat;9a;6351GL;Bocholtz;508171369;60074432;points;2813044273;node;https://www.openstreetmap.org/node/2813044273;;;;Sporten
horeca;Restaurant;Grillroom Pizzeria Nefertiti;https://www.nefertiti-simpelveld-vof.nl/;+31 45 544 5011;;Mo-Su 15:00-22:00;pizza;Kloosterstraat;16;6369AD;Simpelveld;5,08341E+16;5,9839E+16;points;2813179488;node;https://www.openstreetmap.org/node/2813179488;;;;Eten
horeca;fast_food;Big Snack Oranjeplein;https://www.bigsnack.nl/vestigingen/big-snack-oranjeplein;+31 45 544 6624;;;;Oranjeplein;1a;6369VD;Simpelveld;5,08337E+16;5,98275E+16;points;2813179653;node;https://www.openstreetmap.org/node/2813179653;;;;Eten
vrije_tijd;Sportcentrum;Tennishal Simpelveld;;;;;;Sportlaan;3;6369VC;Simpelveld;5,08262E+16;5,97927E+15;points;2813183063;node;https://www.openstreetmap.org/node/2813183063;;;;
logies;Hotel;Vallonnee;https://www.vallonnee.nl/;;;;;Dr. Poelsplein;33;6369AT;Simpelveld;5,08356E+16;59794083;points;2813183767;node;https://www.openstreetmap.org/node/2813183767;;;;Slapen
horeca;Restaurant;Bij ut Jell;https://www.bij-ut-jell.nl/;;;;sandwich;Grachtstraat;1;6287AE;Eys;5,08253E+16;5,93434E+16;points;2813505585;node;https://www.openstreetmap.org/node/2813505585;;;;Eten
logies;guest_house;B&B De Eysvogel;https://www.benbdeeysvogel.nl;+31 6 27 46 22 47;info@benbdeeysvogel.nl;;;Wezelderweg;22;6287AM;Eys;508242611;59363419;points;2813508709;node;https://www.openstreetmap.org/node/2813508709;;;;Slapen
horeca;Cafe;Gasterij A Gen Kirk;;;;Mo-Su 11:00-24:00;;Oude Baan;24;6286BE;Wittem;508099252;5,93743E+15;points;2813508754;node;https://www.openstreetmap.org/node/2813508754;;;;
horeca;Restaurant;Cafe-restaurant Oud Wittem;https://www.oudwittem.nl;;;;;Wittemer Allee;36;6286AB;Wittem;508140167;5911794;points;2813509365;node;https://www.openstreetmap.org/node/2813509365;;;;Eten
horeca;Restaurant;Infini;https://www.restaurantinfini.net;+31 43 601 2013;info@restaurantinfinity.net;Th-Mo 18:30-21:00;french;Botterweck;3A;6286DA;Wittem;508121116;59392892;points;2813509391;node;https://www.openstreetmap.org/node/2813509391;;;;Eten
logies;Hotel;Viva Lanterne;;+31 43 321 0910;;;;Oude Baan;45;6286BD;Wittem;508102796;59413174;points;2813509795;node;https://www.openstreetmap.org/node/2813509795;;;;
horeca;Restaurant;Eyserhof;https://www.eyserhof.nl/;+31 43 451 1207;info@eyserhof.nl;"We-Su 10:30+; Mo,Tu closed \";;Wittemerweg;7;6287AA;Eys;508241809;5,92893E+15;points;2813510914;node;https://www.openstreetmap.org/node/2813510914;;;;Eten
horeca;Cafe;Eetcafé 't Heukske;;;;;;Rijksweg Noord;34;6111AP;Sint Joost;511192628;5,89529E+15;points;2813586102;node;https://www.openstreetmap.org/node/2813586102;;;;
horeca;Restaurant;De Bernardushoeve;https://bernardushoeve.nl/;;;;regional;Mingersborg;20;6367JX;Voerendaal;5,08447E+16;5,9467E+15;points;2813637259;node;https://www.openstreetmap.org/node/2813637259;;;;Eten
horeca;fast_food;Grillhouse Marrakesh;https://www.grillhousemarrakesh.nl/;+31 45 850 8090;;;;Kerkstraat;57;6367JB;Voerendaal;508526491;5,94868E+15;points;2813637917;node;https://www.openstreetmap.org/node/2813637917;;;;Eten
logies;guest_house;B&B 85;https://www.bedandbreakfast85.nl/;+31 6 45200143;;;;Bergseweg;85;6367HA;Voerendaal;508631334;59399293;points;2813638231;node;https://www.openstreetmap.org/node/2813638231;;;;Slapen
horeca;Cafe;Bohmerwald;https://www.bohmerwald.nl/;;;;;Krimweg;1;6104RM;Koningsbosch;510618143;5,94044E+15;points;2813698958;node;https://www.openstreetmap.org/node/2813698958;;;;Drinken
horeca;Restaurant;Brasserie Amuseer;https://www.brasserieamuseer.nl/;;;Tu-Su 11:00-21:00;international;Marchierstraat;11;6321AK;Wijlre;508311695;5,89544E+16;points;2813825367;node;https://www.openstreetmap.org/node/2813825367;;;;Eten
horeca;Cafe;Hoeve Blankenberg;;;fam.hameleers@hotmail.com;;;Berghof;1;6321PC;Wijlre;5,08339E+16;5,86896E+16;points;2813826643;node;https://www.openstreetmap.org/node/2813826643;;;;
horeca;Cafe;Grandcafé Neubourg;;;;;french;Marktstraat;1;6271BE;Gulpen;508152782;5,89217E+15;points;2813826697;node;https://www.openstreetmap.org/node/2813826697;;;;
logies;guest_house;Vijfbundershof;https://www.vijfbundershof.nl/;+31 6 21993472;jose.hoppener@hetnet.nl;;;Vijfbundersweg;1;6321RC;Wijlre;5,0843E+16;5,89386E+16;points;2813827225;node;https://www.openstreetmap.org/node/2813827225;;;;Slapen
horeca;Cafe;Brasserie Villare;;;;;;Wielderdorpstraat;18;6321AD;Wijlre;508332515;58941175;points;2813831355;node;https://www.openstreetmap.org/node/2813831355;;;;
logies;guest_house;B&B Villare;https://www.bnbvillare.com/;+31 43 327 2092;bnbvillare@outlook.com;;;Wielderdorpstraat;18A;6321AD;Wijlre;5,08333E+16;5,89407E+15;points;2813831360;node;https://www.openstreetmap.org/node/2813831360;;;;Slapen
horeca;Stang;Galouppe;;;;;;Dorpsstraat;19;6271BK;Gulpen;5,08159E+16;5,89134E+16;points;2813831381;node;https://www.openstreetmap.org/node/2813831381;;;;
horeca;Pub;Brand Proeflokaal;https://www.brand.nl/arrangementen/proeflokaal-wijlre;;;;;Brouwerijstraat;2;6321AG;Wijlre;5,08307E+15;5,89408E+15;points;2813831791;node;https://www.openstreetmap.org/node/2813831791;;;;Drinken
horeca;Ijsje;Paul's IJsboerderij;;;;;;Klapstraat;2;6321RA;Wijlre;5,08418E+15;58885264;points;2813832526;node;https://www.openstreetmap.org/node/2813832526;;;;
horeca;Restaurant;Brasserie de Kroon;https://www.brasseriedekroon.nl/;;;;;Markt;2;6271BD;Gulpen;508153506;58920591;points;2813832535;node;https://www.openstreetmap.org/node/2813832535;;;;Eten
horeca;Restaurant;Vlaamse Goesting;;;;;;Dorpsstraat;21;6271BK;Gulpen;508158102;58914638;points;2813833333;node;https://www.openstreetmap.org/node/2813833333;;;;
horeca;Restaurant;Gasterij de Poort;https://gasterijdepoort.nl;;;;;Rosstraat;25;6271BG;Gulpen;5,08154E+16;5,89082E+15;points;2813834826;node;https://www.openstreetmap.org/node/2813834826;;;;Eten
horeca;Restaurant;Il Gusto;;;;;;Dorpsstraat;26;6271BL;Gulpen;5,08157E+16;5891301;points;2813834842;node;https://www.openstreetmap.org/node/2813834842;;;;
horeca;Restaurant;De Zwarte Ruiter;https://www.herbergdezwarteruiter.nl;;;;;Markt;3;6271BD;Gulpen;508152692;5,89144E+15;points;2813836246;node;https://www.openstreetmap.org/node/2813836246;;;;Eten
horeca;Restaurant;Mezzaluna;;;;;;Dorpsstraat;30;6271BL;Gulpen;5,08151E+16;58915761;points;2813836491;node;https://www.openstreetmap.org/node/2813836491;;;;
horeca;Restaurant;Athene;;;;;greek;Rijksweg;31;6271AC;Gulpen;5,08153E+16;5892932;points;2813837135;node;https://www.openstreetmap.org/node/2813837135;;;;
horeca;Cafe;De Leeuw van Vlaanderen;;;;;;Kapelaan Pendersplein;8;6271BV;Gulpen;5,08145E+16;5,88856E+15;points;2813839490;node;https://www.openstreetmap.org/node/2813839490;;;;
horeca;fast_food;Bistro A gen kirk;https://tuutjevanruudje.nl/;;;"Tu-Su 16:00-20:00; Mo off;";friture;Marchierstraat;5;6321AK;Wijlre;508320322;5,89456E+15;points;2813840905;node;https://www.openstreetmap.org/node/2813840905;;;;Eten
horeca;Cafe;De Looier;;;;;;Looierstraat;61;6271BA;Gulpen;5,08162E+16;5,89275E+15;points;2813841979;node;https://www.openstreetmap.org/node/2813841979;;;;
horeca;Restaurant;Drukkerie;;;;;;Rijksweg;69A;6271AC;Gulpen;5,08161E+15;5,89504E+15;points;2813842498;node;https://www.openstreetmap.org/node/2813842498;;;;
horeca;Stang;Batteraaf;;;;;;Markt;7;6271BD;Gulpen;5,08155E+16;58911917;points;2813842864;node;https://www.openstreetmap.org/node/2813842864;;;;
horeca;Restaurant;Atelier;;;;;;Markt;9;6271BD;Gulpen;508155754;5,89139E+16;points;2813845042;node;https://www.openstreetmap.org/node/2813845042;;;;
vrije_tijd;Museum;Kunst- en Verzamelhuis;https://www.kunstenverzamelhuis.nl/;;;;;Parallelweg;9;6321BA;Wijlre;5,08333E+16;5,89742E+15;points;2813845044;node;https://www.openstreetmap.org/node/2813845044;;;;Bezoeken
horeca;Restaurant;Zorba;;+31 475 203 613;;"Tu-Fr 17:00-22:00; Sa-Mo 16:00-22:00";greek;Waldfeuchterbaan;108;6105BN;Maria Hoop;510736033;59754768;points;2813983564;node;https://www.openstreetmap.org/node/2813983564;;;;
vrije_tijd;Museum;Spoormuseum;;;;;;Baanweg;1;6305PH;Schin op Geul;5,08561E+16;58718015;points;2814024770;node;https://www.openstreetmap.org/node/2814024770;;;;
horeca;Restaurant;Op de Beek;;;;;;Hoogbeek;12;6305BH;Schin op Geul;5,08531E+16;58753349;points;2814032717;node;https://www.openstreetmap.org/node/2814032717;;;;
horeca;Cafe;Pleinzicht;https://www.pleinzicht.nl/;+31 45 405 5143;;Mo-Su 11:00-19:00;"ice_cream;teahouse";Drossaert de Limpensplein;16;6343AW;Klimmen;5,0878E+16;5,87936E+16;points;2814034031;node;https://www.openstreetmap.org/node/2814034031;;;;Drinken
horeca;Restaurant;Hotel De Herbergier;https://hotelrestaurantdeherbergier.com/;;;;;Strucht;21;6305AE;Schin op Geul;5,08506E+16;58678499;points;2814034395;node;https://www.openstreetmap.org/node/2814034395;;;;Eten
